conversation_id,text,reply_count,first_tweet,Text,cleaned_text
1663994269718269954,"Thinking that Kflex being postponed is not actually the worst for me because this way I might be able to plan things well and get a tattoo with the Frankfurt based artist I really love that same weekend...1338094197816127489- @GosiauxKimmy Omg SO PRETTY!!! This is the one I got with Suya last year. I'm still brainstorming a couple of ideas for the new one 😂 https://t.co/onCZQDMqKD...831117082859298817- @2seung_ya Please share your design when you get  it done because suyas work is just *cheffs kiss* 😗👌 https://t.co/ODOJun8WgX...1338094197816127489- @GosiauxKimmy her work is truly amazing! and ahh you're going to Korea! that's even more exciting 🥺 But yeah, if I'm going to go to another country to get a tattoo (not that I'm complaining 😂)  I  might as well make the most of it...1338094197816127489- @kookfie_ 100% agree. At this point, they either have an amazing lineup and have everything go perfectly the day of the festival or they are over. They can't just push things back with the excuse that they offer refunds when people have already bought plane tickets, booked hotels etc...831117082859298817- @2seung_ya I got 2! By nos and getting a 3rd in korea in her studio. Support nos🫶 
But honestly just so it like you said, you are there anyway 👀...1338094197816127489- @GosiauxKimmy I might just go ahead and do it cause if I'm going to Frankfurt it's like killing two births with one stone, but I need to save up first 😂 and OMG YOU GOT A TATTOO BY NOS!! the line work is absolutely amazing...831117082859298817- @2seung_ya Omg yes suya is also a big fat yes. 
Not jut she guests in brussels sometimes and I met her there when I got tattood by nos kim 🤭...1146500022722318337- @2seung_ya tbh kflex is kinda making fools of themselves atp like more and more people really don’t wanna go anymore and if it keeps going like this I feel like they will need a wonder and a really crazy comeback to ever survive atp till the october dates 😭😭😭...1338094197816127489- @GosiauxKimmy No, it's an artist called Suya. But I've been following Bora for a while and the painting strip tattoos she does are so pretty, can't say I'm not tempted 👀 did you get tattooed by her?...831117082859298817- @2seung_ya is it bora because if it's bora do it...1338094197816127489- Thoughts are being thought",11,Thinking that Kflex being postponed is not actually the worst for me because this way I might be able to plan things well and get a tattoo with the Frankfurt based artist I really love that same weekend,"['thinking', 'kflex', 'postponed', 'actually', 'worst', 'way', 'might', 'able', 'plan', 'thing', 'well', 'get', 'tattoo', 'frankfurt', 'based', 'artist', 'really', 'love', 'weekend', 'gosiauxkimmy', 'omg', 'pretty', 'one', 'got', 'suya', 'last', 'year', 'still', 'brainstorming', 'couple', 'idea', 'new', 'one', 'link', 'please', 'share', 'design', 'get', 'done', 'suyas', 'work', 'just', 'cheffs', 'kiss', 'link', 'gosiauxkimmy', 'work', 'truly', 'amazing', 'ahh', 're', 'going', 'korea', 'even', 'exciting', 'yeah', 'going', 'go', 'another', 'country', 'get', 'tattoo', 'complaining', 'might', 'well', 'make', 'kookfie_', 'agree', 'point', 'either', 'amazing', 'lineup', 'everything', 'go', 'perfectly', 'day', 'festival', 'can', 'just', 'push', 'thing', 'back', 'excuse', 'offer', 'refund', 'people', 'already', 'bought', 'plane', 'ticket', 'booked', 'hotel', 'etc', 'got', 'no', 'getting', 'korea', 'studio', 'support', 'no', 'honestly', 'just', 'like', 'said', 'anyway', 'gosiauxkimmy', 'might', 'just', 'go', 'ahead', 'cause', 'going', 'frankfurt', 'like', 'killing', 'two', 'birth', 'one', 'stone', 'need', 'save', 'first', 'omg', 'got', 'tattoo', 'no', 'line', 'work', 'absolutely', 'amazing', 'omg', 'yes', 'suya', 'also', 'big', 'fat', 'yes', 'jut', 'guest', 'brussels', 'sometimes', 'met', 'got', 'tattood', 'no', 'tbh', 'kflex', 'kinda', 'making', 'fool', 'atp', 'like', 'people', 'really', 'wanna', 'go', 'anymore', 'keep', 'going', 'like', 'feel', 'like', 'will', 'need', 'wonder', 'really', 'crazy', 'comeback', 'ever', 'survive', 'atp', 'till', 'october', 'date', 'gosiauxkimmy', 'artist', 'called', 'suya', 'following', 'painting', 'strip', 'tattoo', 'pretty', 'can', 'say', 'tempted', 'get', 'tattooed', 'thought', 'thought']",thinking kflex postponed actually worst way might able plan thing well get tattoo frankfurt based artist really love weekend gosiauxkimmy omg pretty one got suya last year still brainstorming couple idea new one link please share design get done suyas work just cheffs kiss link gosiauxkimmy work truly amazing ahh re going korea even exciting yeah going go another country get tattoo complaining might well make kookfie_ agree point either amazing lineup everything go perfectly day festival can just push thing back excuse offer refund people already bought plane ticket booked hotel etc got no getting korea studio support no honestly just like said anyway gosiauxkimmy might just go ahead cause going frankfurt like killing two birth one stone need save first omg got tattoo no line work absolutely amazing omg yes suya also big fat yes jut guest brussels sometimes met got tattood no tbh kflex kinda making fool atp like people really wanna go anymore keep going like feel like will need wonder really crazy comeback ever survive atp till october date gosiauxkimmy artist called suya following painting strip tattoo pretty can say tempted get tattooed thought thought
1664043758130810881,"Today was a good reminder that no matter how much I do, no matter how much hard work and effort I put in, no matter how loyal I have been over the years, it doesn’t amount to anything. I need a new job....1547983236197801984- @Lillinn333 I’m sorry you are going through this. Some times for mental health, it’s best to walk away. Hope you find piece in another job🌺 https://t.co/tYBKFCK46A...828882378483519488- @Lillinn333 I hope you can find a new job that can see and value you Lin 🩷...1385902198672879622- @Lillinn333 I was feeling exactly like this 😭 I hope you also find a better job where you can feel validated and enjoy what you do! Sending you lots of love and good vibes 💕🫂...1422069316250312707- @Lillinn333 oh damn, i hope u find what u’re looking for! u deserve so much better!✨...1579089118184759296- @Lillinn333 Hang in there… One of these days, you’ll find the job you deserve and get to tell them “laaaaater!” https://t.co/julroOfGy7...1175029815289810944- @Lillinn333 Oh gosh I am sorry that happening....1512245740524883969- @Lillinn333 I’m so sorry Lin. That’s so disheartening. I hope you find something better.",7,"Today was a good reminder that no matter how much I do, no matter how much hard work and effort I put in, no matter how loyal I have been over the years, it doesn’t amount to anything. I need a new job.","['today', 'good', 'reminder', 'matter', 'much', 'matter', 'much', 'hard', 'work', 'effort', 'put', 'matter', 'loyal', 'year', 'doesn', 'amount', 'anything', 'need', 'new', 'job', 'sorry', 'going', 'time', 'mental', 'health', 'best', 'walk', 'away', 'hope', 'find', 'piece', 'another', 'job', 'link', 'hope', 'can', 'find', 'new', 'job', 'can', 'see', 'value', 'lin', 'feeling', 'exactly', 'like', 'hope', 'also', 'find', 'better', 'job', 'can', 'feel', 'validated', 'enjoy', 'sending', 'lot', 'love', 'good', 'vibe', 'oh', 'damn', 'hope', 'find', 're', 'looking', 'deserve', 'much', 'better', 'hang', 'one', 'day', 'll', 'find', 'job', 'deserve', 'get', 'tell', 'laaaaater', 'link', 'oh', 'gosh', 'sorry', 'happening', 'sorry', 'lin', 'disheartening', 'hope', 'find', 'something', 'better']",today good reminder matter much matter much hard work effort put matter loyal year doesn amount anything need new job sorry going time mental health best walk away hope find piece another job link hope can find new job can see value lin feeling exactly like hope also find better job can feel validated enjoy sending lot love good vibe oh damn hope find re looking deserve much better hang one day ll find job deserve get tell laaaaater link oh gosh sorry happening sorry lin disheartening hope find something better
1664066317048221696,does anyone know this song https://t.co/oy4Jj0aO3P...1417755509747183625- @daisyjun_yt SO REAL...1547899671024021505- @euijeongify OH the way this song went platinum within the four walls of my bedroom...1417755509747183625- @forkimbit ur so right...1566088115990691843- @euijeongify shake it shake it best song ever actually...1417755509747183625- @forkimbit THIS SONG AND SHAKE IT SHAKE IT 🙏...1566088115990691843- @euijeongify ROAD BOYZ...1417755509747183625- @ShibaSeoho UR A REAL ONE...1605712106178985987- @euijeongify ME ME ME,8,does anyone know this song https://t.co/oy4Jj0aO3P,"['anyone', 'know', 'song', 'link', 'daisyjun_yt', 'real', 'oh', 'way', 'song', 'went', 'platinum', 'within', 'four', 'wall', 'bedroom', 'forkimbit', 'ur', 'right', 'shake', 'shake', 'best', 'song', 'ever', 'actually', 'forkimbit', 'song', 'shake', 'shake', 'road', 'boyz', 'shibaseoho', 'ur', 'real', 'one']",anyone know song link daisyjun_yt real oh way song went platinum within four wall bedroom forkimbit ur right shake shake best song ever actually forkimbit song shake shake road boyz shibaseoho ur real one
1664069385173209088,"Aris, are you alright? Please do take a rest when you need to. i might not be online most of the time but my dms are open. Ily....1602938449694449665- @spcygomtokki What  happened?...1550288059207335936- @soongyus You too, sending hugs with consent 🫂...1550288059207335936- @horangyoon Ami, sending you virtual hugs with consent 🫂...1292064403601231874- @spcygomtokki elle what happened? i just opened twitter 😭",4,"Aris, are you alright? Please do take a rest when you need to. i might not be online most of the time but my dms are open. Ily.","['aris', 'alright', 'please', 'take', 'rest', 'need', 'might', 'online', 'time', 'dm', 'open', 'ily', 'happened', 'soongyus', 'sending', 'hug', 'consent', 'horangyoon', 'ami', 'sending', 'virtual', 'hug', 'consent', 'elle', 'happened', 'just', 'opened', 'twitter']",aris alright please take rest need might online time dm open ily happened soongyus sending hug consent horangyoon ami sending virtual hug consent elle happened just opened twitter
1664172590905315333,"it’s officially june! happy pride month! 🏳️‍🌈 no matter who you are or what you identity as i love you and support you! i’m still closeted around my family and most of my irl friends, but here in the online community i feel safe and like i belong. 🩵🩷💛 every month is pride month!...1540195595746308096- @sonderstarlight Thank you &amp; Happy Pride Month!!! 💖💖💖...1532432644172042252- @sonderstarlight Happy Pride Month!...1433421702214553611- @sonderstarlight Happy pride month siren!...1289131189974908929- i am here bringing virtual hugs and support to anyone and everyone &lt;3 you are important, loved, and worthy no matter how others might try to make you feel! 🩵🩷🤍 https://t.co/izUMzx2uww",4,"it’s officially june! happy pride month! 🏳️‍🌈 no matter who you are or what you identity as i love you and support you! i’m still closeted around my family and most of my irl friends, but here in the online community i feel safe and like i belong. 🩵🩷💛 every month is pride month!","['officially', 'june', 'happy', 'pride', 'month', 'matter', 'identity', 'love', 'support', 'still', 'closeted', 'around', 'family', 'irl', 'friend', 'online', 'community', 'feel', 'safe', 'like', 'belong', 'every', 'month', 'pride', 'month', 'thank', 'happy', 'pride', 'month', 'happy', 'pride', 'month', 'happy', 'pride', 'month', 'siren', 'bringing', 'virtual', 'hug', 'support', 'anyone', 'everyone', 'lt', 'important', 'loved', 'worthy', 'matter', 'others', 'might', 'try', 'make', 'feel', 'link']",officially june happy pride month matter identity love support still closeted around family irl friend online community feel safe like belong every month pride month thank happy pride month happy pride month happy pride month siren bringing virtual hug support anyone everyone lt important loved worthy matter others might try make feel link
1664290089470423047,"HELP I JUST ACCIDENTALLY SAID INNIT INSTEAD OF ISNT IT...1403782135912222723- @nextboydoor im arab i promise 😭...1647983169432350721- @taesanade are u british moot...1403782135912222723- @mjaehyuns im gonna get my middle eastern card revoked atp LMAO...1664216817701879809- @taesanade you can be australian next mate...1403782135912222723- @mjaehyuns first my moots were saying that they thought i was american and now that ive turned british IM SCARED 😭...1664216817701879809- @taesanade you turned british...1403782135912222723- ""its taesan innit"" WHO R UUUUU",7,HELP I JUST ACCIDENTALLY SAID INNIT INSTEAD OF ISNT IT,"['help', 'just', 'accidentally', 'said', 'innit', 'instead', 'isnt', 'nextboydoor', 'arab', 'promise', 'british', 'moot', 'mjaehyuns', 'gonna', 'get', 'middle', 'eastern', 'card', 'revoked', 'atp', 'lmao', 'can', 'australian', 'next', 'mate', 'mjaehyuns', 'first', 'moot', 'saying', 'thought', 'american', 'now', 'turned', 'british', 'scared', 'turned', 'british', 'taesan', 'innit', 'uuuuu']",help just accidentally said innit instead isnt nextboydoor arab promise british moot mjaehyuns gonna get middle eastern card revoked atp lmao can australian next mate mjaehyuns first moot saying thought american now turned british scared turned british taesan innit uuuuu
1664593978656804864,"GOOD MORNING MOOTIES !! HOW DO WE FEEL ABOUT 5 STAR - i’m so proud of our boys for dropping aoty‼️ https://t.co/5uQu8wEVZ2...1259876376657776640- @dahlihwa IM NPT SURPRISED AT ALL ABOUT THAT LMAO - it's been a pretty okay day thank you, em ❤ https://t.co/jDdQhjVUGZ...1241951620327452672- @litskz i listened to it last night when it dropped- but listening to it again this morning changed my life forever i stg....1241951620327452672- @jess_brown118 i agree...1241951620327452672- @skzforest I KNOW LINO HAS ME ON THE FLOOR LMAOO - i hope you have the best day ever ilysm https://t.co/6gkLh7Ngmr...1259876376657776640- @dahlihwa GOOD MORNING MY EM, I HOPE YOU HAVE THE MOST AMAZING DAY TODAY. I SHALL LYK WHAT I THINK ABOUT THE ALBUM IN A WEEKS TIME, BUT I HOPE YOU LOVE IT. THE BOYS LOOK INCREDIBLE FROM THEIR INSTA AND TWT PICS IVE SEEN. YOU'RE BLESSED WITH RED LINO AAAA LOVE IT. LOVE THEM.  LOVE YOU. ❤...871882687518257152- @dahlihwa im so speechless the whole album is a masterpiece and each song is so unique and flawless",6,GOOD MORNING MOOTIES !! HOW DO WE FEEL ABOUT 5 STAR - i’m so proud of our boys for dropping aoty‼️ https://t.co/5uQu8wEVZ2,"['good', 'morning', 'mooties', 'feel', 'star', 'proud', 'boy', 'dropping', 'aoty', 'link', 'npt', 'surprised', 'lmao', 'pretty', 'okay', 'day', 'thank', 'link', 'litskz', 'listened', 'last', 'night', 'dropped', 'listening', 'morning', 'changed', 'life', 'forever', 'stg', 'agree', 'skzforest', 'know', 'lino', 'floor', 'lmaoo', 'hope', 'best', 'day', 'ever', 'ilysm', 'link', 'good', 'morning', 'hope', 'amazing', 'day', 'today', 'shall', 'lyk', 'think', 'album', 'week', 'time', 'hope', 'love', 'boy', 'look', 'incredible', 'insta', 'twt', 'pic', 'seen', 're', 'blessed', 'red', 'lino', 'aaaa', 'love', 'love', 'love', 'speechless', 'whole', 'album', 'masterpiece', 'song', 'unique', 'flawless']",good morning mooties feel star proud boy dropping aoty link npt surprised lmao pretty okay day thank link litskz listened last night dropped listening morning changed life forever stg agree skzforest know lino floor lmaoo hope best day ever ilysm link good morning hope amazing day today shall lyk think album week time hope love boy look incredible insta twt pic seen re blessed red lino aaaa love love love speechless whole album masterpiece song unique flawless
1664607744945422337,"I am looking for heart card sleeves guys, where can I buy it?...1664560188672573443- @lynjji_ here on Amazon :)

https://t.co/msTSaYs4gW...1514051980095901701- @lynjji_ Here's a set of 100 that I found at a good price 
https://t.co/C3ObIH5eYl",2,"I am looking for heart card sleeves guys, where can I buy it?","['looking', 'heart', 'card', 'sleeve', 'can', 'buy', 'lynjji_', 'amazon', 'link', 'lynjji_', 'set', 'found', 'good', 'price', 'link']",looking heart card sleeve can buy lynjji_ amazon link lynjji_ set found good price link
1664616900977111040,how to make your twitter pink https://t.co/kRZrPc7sqt...1146794543418925058- @hwiygbean Why this is soooo emotional 😭 now i miss him more i criii,1,how to make your twitter pink https://t.co/kRZrPc7sqt,"['make', 'twitter', 'link', 'hwiygbean', 'soooo', 'emotional', 'now', 'miss', 'criii']",make twitter link hwiygbean soooo emotional now miss criii
1664689836521930753,"AO3 QUESTION 

anyone else seeing this?? on mobile, some of the artwork isn’t showing up where it should be embedded into my recent fic (not all, though) 

but on desktop they’re all there as normal. anyone know how to fix this or what’s happened?? ty! https://t.co/fYZPPIclBN...1273095952446836736- @sonderstarlight try setting width=“100%” in the img src html tags?...2365882178- @sonderstarlight I used google drive, Dropbox and more and nothing was working. I was so frustrated until some kind folks pointed me to https://t.co/KWIVWANAra — it’s free!...2365882178- @sonderstarlight This happened to me! Your image url (where you host your images) isn’t stable. Try using https://t.co/KWIVWANAra; It’s the only thing that worked for me...1525395605950205952- @sonderstarlight It could be optimisation issue (mobile sites have some difference than desktop site) I think your image link isn't working the way it should....1267609983027482624- @sonderstarlight i think that must be an ao3 problem! wouldn't be surprised if later this day they tweet smth about it 🙌...1289131189974908929- @blueqing_ oh no 😭 i’ve been trying to find a way to fix it all morning ahhhh it would make more sense if they weren’t showing up on either view but the fact that they show up just fine on desktop??? so odd??...1267609983027482624- @sonderstarlight just checked and :( https://t.co/tiecUh16Cc",7,"AO3 QUESTION 

anyone else seeing this?? on mobile, some of the artwork isn’t showing up where it should be embedded into my recent fic (not all, though) 

but on desktop they’re all there as normal. anyone know how to fix this or what’s happened?? ty! https://t.co/fYZPPIclBN","['question', 'anyone', 'else', 'seeing', 'mobile', 'artwork', 'isn', 'showing', 'embedded', 'recent', 'fic', 'though', 'desktop', 're', 'normal', 'anyone', 'know', 'fix', 'happened', 'ty', 'link', 'try', 'setting', 'width', 'img', 'src', 'html', 'tag', 'used', 'google', 'drive', 'dropbox', 'nothing', 'working', 'frustrated', 'kind', 'folk', 'pointed', 'link', 'free', 'happened', 'image', 'url', 'host', 'image', 'isn', 'stable', 'try', 'using', 'link', 'thing', 'worked', 'optimisation', 'issue', 'mobile', 'site', 'difference', 'desktop', 'site', 'think', 'image', 'link', 'isn', 'working', 'way', 'think', 'must', 'problem', 'wouldn', 'surprised', 'later', 'day', 'tweet', 'smth', 'blueqing_', 'oh', 'trying', 'find', 'way', 'fix', 'morning', 'ahhhh', 'make', 'sense', 'weren', 'showing', 'either', 'view', 'fact', 'show', 'just', 'fine', 'desktop', 'odd', 'just', 'checked', 'link']",question anyone else seeing mobile artwork isn showing embedded recent fic though desktop re normal anyone know fix happened ty link try setting width img src html tag used google drive dropbox nothing working frustrated kind folk pointed link free happened image url host image isn stable try using link thing worked optimisation issue mobile site difference desktop site think image link isn working way think must problem wouldn surprised later day tweet smth blueqing_ oh trying find way fix morning ahhhh make sense weren showing either view fact show just fine desktop odd just checked link
1664752209190371329,ppl on tiktok are all confused and im like ??? BTOB HAS ONE OF THE STRONGEST VOCALISTS EVER WYMMMM BABY https://t.co/gQVJKQcnHJ...1271179484348190720- @dokidokinari no fr😭😭😭😭...1271179484348190720- @mygintoki EBEN THATS WHAT IM SAYING...462692948- @froggienoya these baby kpop stans have no idea...1271179484348190720- OF FUCKING COURSE HES SLAYING,4,ppl on tiktok are all confused and im like ??? BTOB HAS ONE OF THE STRONGEST VOCALISTS EVER WYMMMM BABY https://t.co/gQVJKQcnHJ,"['ppl', 'tiktok', 'confused', 'like', 'btob', 'one', 'strongest', 'vocalist', 'ever', 'wymmmm', 'link', 'dokidokinari', 'fr', 'mygintoki', 'eben', 'thats', 'saying', 'kpop', 'stans', 'idea', 'fucking', 'course', 'he', 'slaying']",ppl tiktok confused like btob one strongest vocalist ever wymmmm link dokidokinari fr mygintoki eben thats saying kpop stans idea fucking course he slaying
1664826437101027329,it's been a really rough day for me mentally so i just want to thank all of you who gave me birthday wishes today. i think i would go crazy without you guys. all i can do is hope tomorrow is better. i love you guys....1207938880558768128- @jaengpup i love u and i hope things get better for you soon https://t.co/LQMzBNUr6b...897931901624872962- @jaengpup no problem &lt;3 https://t.co/mkWOjkTtPd...854368949823254529- @ayseetemasu my ayse thank u for always being kind to me...854368949823254529- @bearyuns i love u too bee :(...854368949823254529- @oxshyuk thank you so much eli :( this is really sweet...897931901624872962- @jaengpup we love you pup! tomorrow is going to be better and we will ALL always be behind you 100% ! be kind to yourself you deserve it...1143235603086995456- @jaengpup we love you too pup 💗...1391497067810357249- @jaengpup love u more than u know my jaspie 🩷 https://t.co/Hz8ctY1bOh,8,it's been a really rough day for me mentally so i just want to thank all of you who gave me birthday wishes today. i think i would go crazy without you guys. all i can do is hope tomorrow is better. i love you guys.,"['really', 'rough', 'day', 'mentally', 'just', 'want', 'thank', 'gave', 'birthday', 'wish', 'today', 'think', 'go', 'crazy', 'without', 'can', 'hope', 'tomorrow', 'better', 'love', 'love', 'hope', 'thing', 'get', 'better', 'soon', 'link', 'problem', 'lt', 'link', 'ayseetemasu', 'ayse', 'thank', 'always', 'kind', 'bearyuns', 'love', 'bee', 'oxshyuk', 'thank', 'much', 'eli', 'really', 'sweet', 'love', 'pup', 'tomorrow', 'going', 'better', 'will', 'always', 'behind', 'kind', 'deserve', 'love', 'pup', 'love', 'know', 'jaspie', 'link']",really rough day mentally just want thank gave birthday wish today think go crazy without can hope tomorrow better love love hope thing get better soon link problem lt link ayseetemasu ayse thank always kind bearyuns love bee oxshyuk thank much eli really sweet love pup tomorrow going better will always behind kind deserve love pup love know jaspie link
1664914020111904768,"don’t worry guys it’s just a staff member helping dkb do a mic check y’all can ignore him!!
https://t.co/CirnlCY1df...1519865810105237504- @junseo0116 He is so underrated! I keep telling everyone! 🔥🫠...1302866095217373185- @junseo0116 kristen the way i had to log out and delete twt for this gif to send 😭😭 BUT YES KEEP HIM HIDDEN!!!...1589896058- @c4mbaejin I need to protect my man somehow😢🤞...903599203468939264- @junseo0116 I was about to fight for Junseo...1589896058- @burnburbey OMG NO 😭😭...903599203468939264- @junseo0116 I AM SO SORRY...903599203468939264- @junseo0116 YOOOO I THOUGHT YOU WERE AN ANTI FOR A SEC AND THEN I LOOKED AT YOUR ICON...1302866095217373185- @junseo0116 you rn https://t.co/4yCon4PXax",8,"don’t worry guys it’s just a staff member helping dkb do a mic check y’all can ignore him!!
https://t.co/CirnlCY1df","['worry', 'just', 'staff', 'member', 'helping', 'dkb', 'mic', 'check', 'can', 'ignore', 'link', 'underrated', 'keep', 'telling', 'everyone', 'kristen', 'way', 'log', 'delete', 'twt', 'gif', 'send', 'yes', 'keep', 'hidden', 'need', 'protect', 'man', 'somehow', 'fight', 'junseo', 'burnburbey', 'omg', 'sorry', 'yoooo', 'thought', 'anti', 'sec', 'looked', 'icon', 'rn', 'link']",worry just staff member helping dkb mic check can ignore link underrated keep telling everyone kristen way log delete twt gif send yes keep hidden need protect man somehow fight junseo burnburbey omg sorry yoooo thought anti sec looked icon rn link
1664937178189938688,"I'm glad I was able to visit you, Bin.
I always dream of visiting Fantagio since 2018.

Flying alone from Philippines to Korea is one of the biggest risks I've made yet, the best decision 🥹

We miss you so so much 🤧 
@__ysyh @lorenaroha2327 @starrrcha @seanakaylee https://t.co/aX2WFEmCvW...1380367336511696896- @Mooncakey94 @__ysyh @lorenaroha2327 @starrrcha @seanakaylee Thank youuu so much @Mooncakey94 for this. I was also there in the pic. Huhu 💜🥹🥹🥹 @HyungRoha...1261004419- @fayeunofabilosa My pleasure 💜...147920289- @Mooncakey94 @__ysyh @lorenaroha2327 @starrrcha @seanakaylee My friends sent me this link 😭😭😭 thank you so much for this, i was also in the pic. Take care while travelling alone Roha...1261004419- @starrrcha Thank you po 🤧...1103110325509844993- @Mooncakey94 Yeah, so true. There are times na your ok then there are times na you miss him so badly.  Ingat Ikaw dyan 💜...1103110325509844993- @Mooncakey94 @__ysyh @lorenaroha2327 @seanakaylee Thanks jaz 💜...402446054- @Mooncakey94 @__ysyh @starrrcha @seanakaylee Thank you sis!😭😭😭😭💜...1261004419- My heart hurts 💔
I thought I was able to let you go last time 🤧",8,"I'm glad I was able to visit you, Bin.
I always dream of visiting Fantagio since 2018.

Flying alone from Philippines to Korea is one of the biggest risks I've made yet, the best decision 🥹

We miss you so so much 🤧 
@__ysyh @lorenaroha2327 @starrrcha @seanakaylee https://t.co/aX2WFEmCvW","['glad', 'able', 'visit', 'bin', 'always', 'dream', 'visiting', 'fantagio', 'since', 'flying', 'alone', 'philippine', 'korea', 'one', 'biggest', 'risk', 'made', 'yet', 'best', 'decision', 'miss', 'much', '__ysyh', 'starrrcha', 'seanakaylee', 'link', '__ysyh', 'starrrcha', 'seanakaylee', 'thank', 'youuu', 'much', 'also', 'pic', 'huhu', 'hyungroha', 'fayeunofabilosa', 'pleasure', '__ysyh', 'starrrcha', 'seanakaylee', 'friend', 'sent', 'link', 'thank', 'much', 'also', 'pic', 'take', 'care', 'travelling', 'alone', 'roha', 'starrrcha', 'thank', 'po', 'yeah', 'true', 'time', 'na', 'ok', 'time', 'na', 'miss', 'badly', 'ingat', 'ikaw', 'dyan', '__ysyh', 'seanakaylee', 'thanks', 'jaz', '__ysyh', 'starrrcha', 'seanakaylee', 'thank', 'si', 'heart', 'hurt', 'thought', 'able', 'let', 'go', 'last', 'time']",glad able visit bin always dream visiting fantagio since flying alone philippine korea one biggest risk made yet best decision miss much __ysyh starrrcha seanakaylee link __ysyh starrrcha seanakaylee thank youuu much also pic huhu hyungroha fayeunofabilosa pleasure __ysyh starrrcha seanakaylee friend sent link thank much also pic take care travelling alone roha starrrcha thank po yeah true time na ok time na miss badly ingat ikaw dyan __ysyh seanakaylee thanks jaz __ysyh starrrcha seanakaylee thank si heart hurt thought able let go last time
1664986137285500929,"#TeuFind 

LF teume moots
LF teume moots
LF teume moots
LF teume moots
LF teume moots

Kailangan ko ng sources of chika 😭
Please help RT hahaha 💎...1548575397977427968- @ofskirt hello!! 👋🏻👋🏻 where r u from? 😁...1311606619348766720- @Annetteskrrrt28 hi let’s b moots...1616658120025178112- @Annetteskrrrt28 Hello beh...1548575397977427968- @jaeprettysomuch helloo pooo 👋🏻👋🏻...1597895536530845696- @Annetteskrrrt28 hello! 😁😁",5,"#TeuFind 

LF teume moots
LF teume moots
LF teume moots
LF teume moots
LF teume moots

Kailangan ko ng sources of chika 😭
Please help RT hahaha 💎","['teufind', 'lf', 'moot', 'lf', 'moot', 'lf', 'moot', 'lf', 'moot', 'lf', 'moot', 'kailangan', 'ko', 'ng', 'source', 'chika', 'please', 'help', 'rt', 'hahaha', 'ofskirt', 'hello', 'hi', 'let', 'moot', 'hello', 'beh', 'jaeprettysomuch', 'helloo', 'pooo', 'hello']",teufind lf moot lf moot lf moot lf moot lf moot kailangan ko ng source chika please help rt hahaha ofskirt hello hi let moot hello beh jaeprettysomuch helloo pooo hello
1665007522707587074,i'm not feeling good so let me send love to people at least...157489261- actually didn't have time cause my next patient arrived but the intention was there,1,i'm not feeling good so let me send love to people at least,"['feeling', 'good', 'let', 'send', 'love', 'people', 'least', 'actually', 'didn', 'time', 'cause', 'next', 'patient', 'arrived', 'intention']",feeling good let send love people least actually didn time cause next patient arrived intention
